03848P,國泰金元大03售02
079204,禾伸堂麥證06購01
066916,台虹凱基01購01
071234,彩晶元富05購01
072448,聯電元大03購07
073815,華城元富08購01
2439,美律
03892P,儒鴻元大03售03
069004,瑞昱兆豐03購02
071467,矽創永豐03購02
072595,台積電兆豐04購06
073040,惠特統一06購01
074004,技嘉凱基04購02
078228,華邦電元富07購03
08826P,健策元大01售08
03708P,台灣50群益03售10
03729P,奇鋐永豐03售03
061747,南亞科統一01購01
072484,SP黃豆國票05購01
076742,技嘉凱基05購02
08618P,國巨群益9C售20
1476,儒鴻
078757,長榮國票07購04
08645P,臺股指中信03售01
03212P,健策國票03售03
03701P,華新科元大03售04
069797,奇鋐凱基04購01
071123,力山統一04購01
072919,上銀元大04購01
068468,聯電群益03購03
072678,帆宣國泰05購01
075075,聯發科凱基06購04
03088P,大立光元大01售17
04657P,立積元富05售02
066275,台勝科元大01購01
068199,大立光凱基02購04
068814,台光電元大02購01
071001,群創群益04購02
072574,遠東新元富03購01
079001,瑞昱凱基06購02
8114,振樺電
070643,國巨凱基04購07
074424,日月光麥證04購01
03051P,玉晶光統一01售14
064596,台表科統一01購03
064770,開發金中信01購01
072138,順德元大04購01
075528,台積電國票08購01
070998,國揚群益03購03
071702,申豐國票04購01
072330,世紀鋼富邦05購01
03871P,華擎國票04售01
068438,大立光凱基01購11
069732,嘉晶麥證02購01
077772,華通麥證06購01
078424,聯電群益07購01
078860,宏達電元富06購01
4737,華廣
05391P,臺股指凱基06售23
063471,泰鼎元大9C購01
066877,奇鋐富邦03購01
073635,景碩永豐04購01
075582,聯發科國票07購02
076740,華邦電凱基05購05
076938,為升富邦06購01
078480,亞德客國票07購01
03056F,恒指麥證04購02
064649,同欣電凱基01購01
066118,台郡兆豐01購01
076045,上銀國票08購01
063429,南電凱基01購01
070206,技嘉元大02購03
073664,創意群益04購02
075329,矽格元大05購01
08800P,台積電元大01售20
2444,兆勁
03375P,玉晶光元大02售07
03853P,大立光元富09售06
062335,茂林統一01購01
073115,松翰元富07購01
075101,東鋼國票06購01
077013,鴻海凱基05購09
3032,偉訓
03513P,臺股指國票02售02
062680,微星統一01購01
067260,台郡國票02購02
073215,聯詠凱基04購01
073769,鴻海兆豐04購03
075485,復盛永豐05購01
076203,新光金國票06購02
08806P,技嘉元富07售02
3550,聯穎
064406,健策凱基03購01
074410,晶豪科元大04購01
077080,華新科元富07購05
8213,志超
067219,瑞儀元大01購01
067236,聯發科群益01購06
069232,臺股指群益02購07
069653,可成凱基02購04
072122,金像電統一04購04
07249P,T50正2富邦03售02
073122,台聚元大04購01
077885,上銀國票07購01
078564,FBVIX元大09購01
03865P,滬深2X群益03售10
065744,華新元大9C購01
068466,帆宣永豐01購02
075752,創意中信05購01
077042,正新永豐05購01
070350,志超元大02購02
076331,玉晶光元大07購06
078783,鴻海日盛06購01
063442,金像電統一01購01
063637,聯發科元大9C購02
065987,大毅永豐01購01
066662,建準凱基02購01
078489,微星國票08購01
03713P,台灣50凱基03售06
03972P,長榮航元大03售04
05273P,上証2X元大06售03
066409,勤誠凱基01購01
071669,SP黃豆凱基04購02
077352,矽格群益05購01
078501,彩晶國票08購03
059776,台灣50元大9C購17
067709,大立光元富07購01
072027,健策凱基03購05
075953,強茂永豐05購01
078422,元金2X群益06購01
079151,奇力新元大08購01
2534,宏盛
067081,華擎元大01購05
068263,台灣50永豐01購01
070300,可成凱基02購07
071847,南電統一05購04
079013,SGBR2X元大09購01
03398P,瑞昱中信06售03
070459,康控元大02購02
070602,上緯控國票03購04
071839,瑞祺永豐03購01
072162,總太國票04購01
073344,美律凱基04購01
08884P,義隆國票02售01
064577,大立光國泰02購01
074314,欣陸凱基05購01
075107,台聚康和05購01
075680,台灣50兆豐05購01
076963,奇力新群益05購05
078541,宏達電富邦06購01
08575P,長榮航凱基9C售02
04814P,臺股指元大05售22
070517,友訊元大02購01
074187,世紀鋼元富07購02
03618P,大立光元富02售02
069090,長興統一02購01
069715,超眾國票02購01
076469,創意元大06購01
6153,嘉聯益
04802P,臺股指國票06售13
04848P,臺股指凱基05售18
066396,可成凱基01購04
068613,帆宣凱基01購02
077156,聯電元大05購07
079055,樺漢元大06購02
067655,晶技元富07購01
076375,華立凱基05購01
078567,亞德客元大06購03
072637,聯發科統一03購22
073150,台光電元大04購01
077136,南亞科凱基05購03
063341,燿華統一9C購01
069997,可成元富08購02
070771,GIS永豐03購01
071007,力山國票04購02
079058,中興電國票07購03
08874P,台積電中信07售01
3437,榮創
062052,華通統一01購01
069120,晶技群益03購01
073256,台達化永豐04購01
073702,欣興元大04購01
075525,SGBR2X國票06購01
076022,國產元大05購02
2002,中鋼
066157,晶碩康和01購01
06688P,鴻海中信02售01
075452,SP黃豆群益05購01
079395,元石油國票09購01
066363,美律中信05購01
071052,潤泰新中信04購01
073412,南電元富07購07
075061,日月光元富05購01
070129,宏碁統一03購03
073036,TPK統一06購01
073223,元石油群益04購01
075630,台光電永豐05購01
076497,榮成凱基05購01
079715,欣興群益06購02
03171P,台積電中信05售07
066780,上証反中信04購01
067572,FB上証群益01購01
068709,上緯控國票03購01
070526,智伸科元大02購01
071692,嘉晶國票04購01
074971,台達電富邦06購01
077187,鴻海永豐05購02
061960,國巨統一01購05
071134,聯電元富05購01
072183,旺宏兆豐03購02
073957,臺股指凱基04購18
08150P,立積國票9C售01
1233,天仁
04740P,台灣50國票07售01
073565,友達元大04購03
074934,炎洲元大04購01
077947,大成鋼元富06購01
079548,友達群益07購02
069196,景碩台新02購01
075201,申豐元大05購02
078976,聯電日盛06購01
08775P,台灣50群益01售05
2536,宏普
072376,康控元大03購03
078972,嘉聯益兆豐06購02
1806,冠軍
03222P,為升凱基02售02
066920,華擎麥證01購01
03304P,欣興元富02售02
066280,眾達元大01購01
068264,達新永豐01購01
075174,GIS統一05購01
077458,國巨國票06購01
061230,臺指反元大01購04
076295,元金2X元富05購01
078981,欣興日盛06購01
04940P,聯發科元大05售11
059335,台灣50凱基03購02
078337,旺宏凱基0A購01
079756,台積電元富07購33
2241,艾姆勒
063530,同欣電凱基9C購02
064958,GIS凱基02購03
067671,正崴元大01購01
071008,為升國票04購01
076862,正文凱基05購02
077144,矽格凱基06購01
079475,微星兆豐06購01
069636,嘉澤元富08購01
072655,道瓊銀元大03購11
076373,長榮凱基05購01
078437,玉晶光群益06購01
064594,奇力新統一01購05
073107,台聚元富08購01
079547,上銀群益07購01
065668,南亞科凱基9C購02
067087,帆宣元大01購03
068272,華新科永豐01購02
068432,技嘉凱基01購02
04131P,T50正2富邦05售01
070964,漢唐凱基03購01
074154,滬深2X凱基06購02
075111,京元電群益05購01
08936P,鴻海元大01售20
065526,台表科群益9C購03
067399,新日興永豐01購01
067803,台積電凱基07購02
075725,華新科元大05購03
075968,萬海統一07購03
075979,儒鴻群益05購01
076319,鴻海元大05購07
077260,上緯控元大05購06
078803,奇力新凱基08購01
2448,晶電
05217P,立積元大06售03
071501,國產群益03購04
071658,T50反1國泰06購01
075207,和桐凱基05購01
078973,精成科兆豐07購01
2313,華通
065880,訊芯群益9C購01
066571,矽格元大01購02
066588,台積電群益01購06
070106,台積電元大03購07
070397,可成群益03購03
070767,神基永豐03購01
070821,智伸科元大03購01
077633,長榮群益08購01
08855P,台灣50國票01售05
1526,日馳
03777P,技嘉群益03售04
04899P,臺股指麥證05售09
062129,世紀鋼統一02購01
073304,台灣50群益04購02
075057,儒鴻元富0B購01
078671,南亞科元大06購07
08716P,台積電兆豐01售02
068163,緯穎元大01購07
071869,聯詠群益03購05
073031,大立光統一04購06
03098P,大立光凱基01售10
03684C,臺股指元大06牛01
066690,瑞昱台新01購01
077826,中鴻元大06購01
078325,力成麥證06購01
1760,寶齡富錦
04787P,台灣50群益05售06
063834,滬深2X元大01購03
064065,大立光富邦02購02
065213,南六國票01購03
066447,智伸科群益01購02
069338,瑞昱群益03購01
074620,聯發科凱基05購02
079032,致茂元大06購01
072184,友達兆豐03購02
074902,華擎統一07購01
076918,義隆統一05購03
077839,台積電元大06購10
064917,元大金統一02購01
067996,南亞科元大01購02
068584,帆宣永豐01購03
069640,臺指反中信04購01
070719,南帝元大03購01
078139,南亞科群益06購01
070412,冠德元大02購01
072158,新光金國票04購02
074289,臺股指群益04購10
076945,光寶科永豐05購01
079604,大成鋼國泰08購01
064994,南電兆豐01購01
065523,茂林群益9C購03
069314,彩晶凱基02購02
069412,奇力新統一04購02
073368,大立光元大04購06
076027,奇鋐元大05購03
03629P,聯發科元富08售08
068607,聯詠凱基01購02
071363,上証2X群益03購07
072704,日月光元富09購01
074143,大立光元大04購18
2607,榮運
067464,上証2X元大03購01
067951,宏碁永豐01購02
071286,S&P反1國票03購03
076909,華新科國票08購01
078170,美利達凱基06購01
079703,台灣50群益08購01
2404,漢唐
067188,日電貿凱基01購02
067442,南港國票02購01
068674,聯發科統一03購12
077423,力麗國泰07購01
077697,國喬元大06購02
1304,台聚
068296,緯穎康和01購01
069058,台積電台新03購03
078700,敬鵬富邦08購01
2546,根基
04228P,國巨元富07售22
069180,力山麥證02購01
070407,興勤元大02購01
074338,美律群益04購01
076698,宏達電富邦05購01
2399,映泰
04195P,世紀鋼永豐04售01
068670,台積電統一03購12
1773,勝一
064110,國巨國票01購01
070888,玉晶光凱基03購13
071904,瑞祺元富09購01
072258,世紀鋼凱基05購01
064049,信邦統一01購01
06957P,FBVIX凱基01售01
071129,聯鈞統一04購01
071901,新日興元富07購02
075757,智伸科群益05購01
076385,國喬兆豐05購01
076673,鴻海凱基06購03
2385,群光
03883P,台灣50第一03售01
05358P,聯詠元大06售06
00636,國泰中國A50
071424,台苯元大03購01
071846,彩晶統一03購04
063771,T50反1富邦02購01
067130,泰豐永豐01購02
072816,康控元富05購02
076190,國產元富05購01
079377,金寶元大07購01
062884,康控兆豐9C購01
067564,訊芯國票02購01
061449,大立光中信9C購02
064919,嘉晶統一02購02
066372,惠特中信01購01
068243,聯電元大02購02
08898P,台積電群益01售15
05100P,玉晶光國票08售04
066181,泰鼎凱基01購01
070953,力成群益03購01
077775,同欣電康和06購01
067999,大毅元大01購03
073082,敬鵬永豐04購01
074651,瑞祺國票05購01
075755,國巨群益05購03
077038,國巨國泰08購01
061533,友達統一9C購02
067344,鎧勝凱基02購01
071473,華夏凱基04購01
072971,日月光統一06購01
077050,晶豪科永豐05購02
03628P,緯穎元大02售01
067316,嘉澤元大01購03
068573,矽格元大01購06
074417,泰鼎元大04購04
074999,奇力新群益05購01
03055P,台積電康和01售02
064925,和碩統一02購01
071524,友達元富09購02
1101B,台泥乙特
05008P,聯發科富邦07售02
064007,嘉澤凱基02購01
069039,TPK統一04購01
078387,圓剛國泰08購02
079232,臺股指凱基06購28
065890,台積電統一03購01
066663,達欣工凱基01購01
071393,臺股指中信04購07
072835,台積電元大04購04
073605,奇鋐兆豐04購02
074450,玉晶光統一06購03
076832,長榮中信05購01
04551P,旺宏凱基04售07
04594P,同欣電統一05售02
066643,旺宏麥證01購01
068211,樺漢凱基01購02
070473,同欣電群益03購01
073573,大立光元大04購10
078155,晶碩中信09購01
079203,臺股指群益06購09
2312,金寶
061508,南六國泰9C購02
067308,欣興元大01購03
075625,華新科富邦06購01
067610,上緯控凱基02購01
070246,聯電統一03購08
071687,華通國票04購01
079468,聯發科中信0A購02
066062,同欣電元大01購02
069410,聯發科統一04購03
078353,臺股指凱基0C購01
03497P,金像電凱基02售06
064054,中租統一02購01
065926,金像電國票02購01
068838,智易永豐02購01
075001,華固群益05購01
03278P,臺股指中信02售03
069460,金像電兆豐03購03
073881,萬海永豐04購02
076933,國巨國泰07購03
077856,南電元大06購06
079034,瑞昱元大06購03
2362,藍天
03162P,泰碩元大01售02
066871,台表科元富07購01
068166,鈺齊元大01購03
074828,晶豪科元富08購03
075132,美利達凱基05購01
077745,玉晶光永豐06購01
08979P,電子類群益01售01
00664R,國泰臺灣加權反1
03133P,聯電中信01售02
04768P,日月光凱基05售03
069766,聯電元大02購22
04192P,臺股指元大04售18
072273,世紀鋼群益04購04
078320,微星麥證06購01
1535,中宇
03495P,南電康和02售02
070845,金像電永豐03購01
073997,群創元富06購02
076541,瀚宇博元大05購03
04033P,臺指2X中信09售01
063927,奇力新統一02購01
064158,健鼎統一02購01
08391P,智邦凱基02售02
03602P,臺股指中信03售04
065646,健鼎元大9C購04
067343,嘉澤凱基01購01
068023,聚陽元富07購01
069671,聯電元大02購18
070368,嘉晶國票03購02
072535,大立光元大03購11
062058,瑞昱統一01購01
064013,創意國票01購01
070119,玉晶光元大05購01
071164,樺漢兆豐05購01
072334,凌陽永豐03購01
074378,樺漢國票05購01
1110,東泥
03157P,鴻海元大01售27
065369,瑞昱元大9C購01
068813,南港元大02購01
069865,台泥群益03購01
070111,群光元大02購02
072940,慧洋永豐04購01
074479,精成科永豐04購02
064721,國泰金統一02購01
076444,台積電麥證08購02
05059P,國巨國泰07售06
053722,新光金凱基9C購01
068028,國巨元富07購12
071858,南電元富07購03
073725,大立光國票05購03
073921,可成元大04購13
076298,華碩元富05購01
079482,聯電日盛06購02
058652,SGBR2X中信01購01
061435,元金2X凱基9C購03
075360,宏達電國票06購01
076473,全新中信07購01
072658,華通元大03購03
073008,台積電元大04購09
075492,台積電元大05購09
078051,華邦電元大06購02
079314,玉晶光永豐06購06
3021,鴻名
03261P,力山國票04售01
063841,國巨元大01購01
065858,台表科元大03購01
075767,祥碩兆豐06購01
2034,允強
2509,全坤建
068918,臺股指群益02購04
069525,台虹凱基03購01
072038,義隆元大03購07
074595,和桐中信06購01
078832,立積國票07購01
079112,瑞昱凱基07購01
079456,長榮元富07購02
062859,玉晶光國票01購02
066575,緯穎元大01購03
066615,長榮航康和01購01
066908,聯發科凱基03購05
068995,南六永豐02購01
063727,鴻海元大9C購05
069097,瑞昱統一04購01
067616,臺股指凱基01購11
068322,國巨元大03購02
068461,瑞儀國票03購01
076470,泰鼎元大05購01
05306P,華邦電元富09售03
065993,立積永豐01購02
066654,上証2X凱基03購02
067158,T50反1國票02購02
067592,信錦凱基01購01
075814,台聚國票06購01
03043P,健策國票03售01
05298P,台積電統一06售08
072738,上銀元大03購06
